# board=.../3D-Printer/Cooler-7805.bot.etch.tap
# tool size=0.007000
# pass=1
# preview window width=800 height=600
 0.00241, 0.03550,-3.87942, 0.03550
-3.87942, 0.03550,-3.88415, 0.03644
-3.88415, 0.03644,-3.88861, 0.03829
-3.88861, 0.03829,-3.89263, 0.04097
-3.89263, 0.04097,-3.89604, 0.04438
-3.89604, 0.04438,-3.89872, 0.04839
-3.89872, 0.04839,-3.90057, 0.05285
-3.90057, 0.05285,-3.90151, 0.05759
-3.90151, 0.05759,-3.90151, 2.89517
-3.90151, 2.89517,-3.90057, 2.89990
-3.90057, 2.89990,-3.89872, 2.90436
-3.89872, 2.90436,-3.89604, 2.90837
-3.89604, 2.90837,-3.89263, 2.91179
-3.89263, 2.91179,-3.88861, 2.91447
-3.88861, 2.91447,-3.88415, 2.91631
-3.88415, 2.91631,-3.87942, 2.91726
-3.87942, 2.91726, 0.00241, 2.91726
 0.00241, 2.91726, 0.00715, 2.91631
 0.00715, 2.91631, 0.01161, 2.91447
 0.01161, 2.91447, 0.01562, 2.91179
 0.01562, 2.91179, 0.01903, 2.90837
 0.01903, 2.90837, 0.02171, 2.90436
 0.02171, 2.90436, 0.02356, 2.89990
 0.02356, 2.89990, 0.02450, 2.89517
 0.02450, 2.89517, 0.02450, 0.88440
 0.02450, 0.88440, 0.02461, 0.88360
 0.02461, 0.88360, 0.02450, 0.88199
 0.02450, 0.88199, 0.02450, 0.88038
 0.02450, 0.88038, 0.02434, 0.87959
 0.02434, 0.87959, 0.02429, 0.87878
 0.02429, 0.87878, 0.02387, 0.87722
 0.02387, 0.87722, 0.02356, 0.87564
 0.02356, 0.87564, 0.02325, 0.87490
 0.02325, 0.87490, 0.02304, 0.87412
 0.02304, 0.87412, 0.02233, 0.87267
 0.02233, 0.87267, 0.02171, 0.87119
 0.02171, 0.87119, 0.02126, 0.87051
 0.02126, 0.87051, 0.02091, 0.86979
 0.02091, 0.86979, 0.01992, 0.86851
 0.01992, 0.86851, 0.01903, 0.86717
 0.01903, 0.86717, 0.01846, 0.86660
 0.01846, 0.86660, 0.01797, 0.86596
 0.01797, 0.86596, 0.01676, 0.86490
 0.01676, 0.86490, 0.01562, 0.86376
 0.01562, 0.86376, 0.01495, 0.86331
 0.01495, 0.86331, 0.01434, 0.86278
 0.01434, 0.86278, 0.01294, 0.86197
 0.01294, 0.86197, 0.01161, 0.86108
 0.01161, 0.86108, 0.01086, 0.86077
 0.01086, 0.86077, 0.00680, 0.85843
 0.00680, 0.85843,-0.01843, 0.83320
-0.01843, 0.83320,-0.03627, 0.80230
-0.03627, 0.80230,-0.04550, 0.76784
-0.04550, 0.76784,-0.04550, 0.73216
-0.04550, 0.73216,-0.03627, 0.69770
-0.03627, 0.69770,-0.01843, 0.66680
-0.01843, 0.66680, 0.00680, 0.64157
 0.00680, 0.64157, 0.01086, 0.63923
 0.01086, 0.63923, 0.01161, 0.63892
 0.01161, 0.63892, 0.01295, 0.63803
 0.01295, 0.63803, 0.01434, 0.63722
 0.01434, 0.63722, 0.01495, 0.63669
 0.01495, 0.63669, 0.01562, 0.63624
 0.01562, 0.63624, 0.01676, 0.63510
 0.01676, 0.63510, 0.01797, 0.63404
 0.01797, 0.63404, 0.01846, 0.63340
 0.01846, 0.63340, 0.01903, 0.63283
 0.01903, 0.63283, 0.01993, 0.63149
 0.01993, 0.63149, 0.02091, 0.63021
 0.02091, 0.63021, 0.02126, 0.62949
 0.02126, 0.62949, 0.02171, 0.62881
 0.02171, 0.62881, 0.02233, 0.62733
 0.02233, 0.62733, 0.02304, 0.62588
 0.02304, 0.62588, 0.02325, 0.62510
 0.02325, 0.62510, 0.02356, 0.62436
 0.02356, 0.62436, 0.02387, 0.62278
 0.02387, 0.62278, 0.02429, 0.62122
 0.02429, 0.62122, 0.02434, 0.62041
 0.02434, 0.62041, 0.02450, 0.61962
 0.02450, 0.61962, 0.02450, 0.61801
 0.02450, 0.61801, 0.02461, 0.61640
 0.02461, 0.61640, 0.02450, 0.61560
 0.02450, 0.61560, 0.02450, 0.05759
 0.02450, 0.05759, 0.02356, 0.05285
 0.02356, 0.05285, 0.02171, 0.04839
 0.02171, 0.04839, 0.01903, 0.04438
 0.01903, 0.04438, 0.01562, 0.04097
 0.01562, 0.04097, 0.01161, 0.03829
 0.01161, 0.03829, 0.00715, 0.03644
 0.00715, 0.03644, 0.00241, 0.03550
-0.09787, 0.43213,-0.06880, 0.46568
-0.06880, 0.46568,-0.05036, 0.50606
-0.05036, 0.50606,-0.04404, 0.55000
-0.04404, 0.55000,-0.05036, 0.59394
-0.05036, 0.59394,-0.06880, 0.63432
-0.06880, 0.63432,-0.09787, 0.66787
-0.09787, 0.66787,-0.13521, 0.69186
-0.13521, 0.69186,-0.17780, 0.70437
-0.17780, 0.70437,-0.22220, 0.70437
-0.22220, 0.70437,-0.26479, 0.69186
-0.26479, 0.69186,-0.30213, 0.66787
-0.30213, 0.66787,-0.33063, 0.63498
-0.33063, 0.63498,-0.33113, 0.63423
-0.33113, 0.63423,-0.33221, 0.63316
-0.33221, 0.63316,-0.33321, 0.63200
-0.33321, 0.63200,-0.33391, 0.63146
-0.33391, 0.63146,-0.33454, 0.63082
-0.33454, 0.63082,-0.33581, 0.62998
-0.33581, 0.62998,-0.33702, 0.62904
-0.33702, 0.62904,-0.33782, 0.62864
-0.33782, 0.62864,-0.33856, 0.62815
-0.33856, 0.62815,-0.33997, 0.62757
-0.33997, 0.62757,-0.34133, 0.62688
-0.34133, 0.62688,-0.34219, 0.62665
-0.34219, 0.62665,-0.34302, 0.62630
-0.34302, 0.62630,-0.34452, 0.62601
-0.34452, 0.62601,-0.34599, 0.62561
-0.34599, 0.62561,-0.34688, 0.62554
-0.34688, 0.62554,-0.34724, 0.62547
-0.34724, 0.62547,-0.34959, 0.62500
-0.34959, 0.62500,-0.34960, 0.62500
-0.34960, 0.62500,-0.34961, 0.62500
-0.34961, 0.62500,-0.35203, 0.62500
-0.35203, 0.62500,-0.35441, 0.62500
-0.35441, 0.62500,-0.35443, 0.62501
-0.35443, 0.62501,-0.35444, 0.62501
-0.35444, 0.62501,-0.35680, 0.62548
-0.35680, 0.62548,-0.35915, 0.62595
-0.35915, 0.62595,-0.35916, 0.62595
-0.35916, 0.62595,-0.35917, 0.62595
-0.35917, 0.62595,-0.36137, 0.62687
-0.36137, 0.62687,-0.36361, 0.62779
-0.36361, 0.62779,-0.36362, 0.62780
-0.36362, 0.62780,-0.36363, 0.62780
-0.36363, 0.62780,-0.36563, 0.62914
-0.36563, 0.62914,-0.36762, 0.63047
-0.36762, 0.63047,-0.36763, 0.63048
-0.36763, 0.63048,-0.36764, 0.63049
-0.36764, 0.63049,-0.36937, 0.63223
-0.36937, 0.63223,-0.37103, 0.63389
-0.37103, 0.63389,-0.37104, 0.63390
-0.37104, 0.63390,-0.37105, 0.63391
-0.37105, 0.63391,-0.37240, 0.63593
-0.37240, 0.63593,-0.37371, 0.63790
-0.37371, 0.63790,-0.37372, 0.63791
-0.37372, 0.63791,-0.37372, 0.63792
-0.37372, 0.63792,-0.37464, 0.64014
-0.37464, 0.64014,-0.37556, 0.64236
-0.37556, 0.64236,-0.37556, 0.64237
-0.37556, 0.64237,-0.37557, 0.64238
-0.37557, 0.64238,-0.37603, 0.64474
-0.37603, 0.64474,-0.37650, 0.64709
-0.37650, 0.64709,-0.37650, 0.64710
-0.37650, 0.64710,-0.37650, 0.64712
-0.37650, 0.64712,-0.37650, 0.64953
-0.37650, 0.64953,-0.37650, 0.66462
-0.37650, 0.66462,-0.38769, 0.69163
-0.38769, 0.69163,-0.40356, 0.70750
-0.40356, 0.70750,-0.60334, 0.70750
-0.60334, 0.70750,-0.60995, 0.70855
-0.60995, 0.70855,-0.61631, 0.71061
-0.61631, 0.71061,-0.62227, 0.71365
-0.62227, 0.71365,-0.62769, 0.71758
-0.62769, 0.71758,-0.62804, 0.71794
-0.62804, 0.71794,-0.63324, 0.71579
-0.63324, 0.71579,-0.63324, 0.71579
-0.63324, 0.71579,-0.63770, 0.71394
-0.63770, 0.71394,-0.63770, 0.71394
-0.63770, 0.71394,-0.64243, 0.71300
-0.64243, 0.71300,-0.65926, 0.71300
-0.65926, 0.71300,-0.66013, 0.71289
-0.66013, 0.71289,-0.66167, 0.71300
-0.66167, 0.71300,-0.66321, 0.71300
-0.66321, 0.71300,-0.66407, 0.71317
-0.66407, 0.71317,-0.66494, 0.71323
-0.66494, 0.71323,-0.66643, 0.71364
-0.66643, 0.71364,-0.66795, 0.71394
